plate_id,smiles,reaction_smiles,response,additive_id,candidate_key,ligand_smiles,base_smiles,additive_smiles,substrate_smiles,source_dataset
sub_s1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,10.65781182,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,FC(F)(F)c1ccc(Cl)cc1,edbo_aryl_amination
sub_s2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,14.7478961,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,FC(F)(F)c1ccc(Br)cc1,edbo_aryl_amination
sub_s3,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,18.27868619,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,FC(F)(F)c1ccc(I)cc1,edbo_aryl_amination
sub_s4,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,2.475057616,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,COc1ccc(Cl)cc1,edbo_aryl_amination
sub_s5,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,6.119058475,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,COc1ccc(Br)cc1,edbo_aryl_amination
sub_s6,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,5.449924218,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,COc1ccc(I)cc1,edbo_aryl_amination
sub_s7,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,7.802080337,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,CCc1ccc(Cl)cc1,edbo_aryl_amination
sub_s8,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,14.23417841,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,CCc1ccc(Br)cc1,edbo_aryl_amination
sub_s9,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,15.41389344,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,CCc1ccc(I)cc1,edbo_aryl_amination
sub_s10,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.o1nccc1c2ccccc2>>,9.46569581,C_66f0e2615467,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC||o1nccc1c2ccccc2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,o1nccc1c2ccccc2,Clc1ccccn1,edbo_aryl_amination
