plate_id,smiles,reaction_smiles,response,additive_id,candidate_key,ligand_smiles,base_smiles,solvent_smiles,electrophile_smiles,nucleophile_smiles,source_dataset
suz_t1,CC(P(C(C)(C)C)C(C)(C)C)(C)C||[Na+].[OH-]||N#CC,CC(P(C(C)(C)C)C(C)(C)C)(C)C.[Na+].[OH-].N#CC>>,4.76,C_7b2ea94c7f7f,CC(P(C(C)(C)C)C(C)(C)C)(C)C||[Na+].[OH-]||N#CC,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3||[Na+].[OH-]||N#CC,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[OH-].N#CC>>,4.12,C_39126a7e935b,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3||[Na+].[OH-]||N#CC,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1||[Na+].[OH-]||N#CC,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1.[Na+].[OH-].N#CC>>,2.58,C_20c336ba7a84,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1||[Na+].[OH-]||N#CC,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3||[Na+].[OH-]||N#CC,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3.[Na+].[OH-].N#CC>>,4.44,C_0432ae315c8c,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3||[Na+].[OH-]||N#CC,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C||[Na+].[OH-]||N#CC,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C.[Na+].[OH-].N#CC>>,1.95,C_7ea459e62d1c,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C||[Na+].[OH-]||N#CC,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6||[Na+].[OH-]||N#CC,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6.[Na+].[OH-].N#CC>>,3.25,C_5aa65a8527a9,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6||[Na+].[OH-]||N#CC,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||[Na+].[OH-]||N#CC,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.[Na+].[OH-].N#CC>>,86.26,C_32b06737784f,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2||[Na+].[OH-]||N#CC,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2]||[Na+].[OH-]||N#CC,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2].[Na+].[OH-].N#CC>>,7.55,C_7b4d9439ac47,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2]||[Na+].[OH-]||N#CC,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C||[Na+].[OH-]||N#CC,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C.[Na+].[OH-].N#CC>>,93.67,C_9877b7dfaa50,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C||[Na+].[OH-]||N#CC,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
suz_t1,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2]||[Na+].[OH-]||N#CC,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2].[Na+].[OH-].N#CC>>,14.32,C_ab40f8c82875,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2]||[Na+].[OH-]||N#CC,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[Na+].[OH-],N#CC,ClC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1B(O)O,edbo_suzuki
